cop,cf,temp,cf_orig,heating load (mmbtu),heating load (ton),heating load/cf_orig,heating_load/cf
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
3.994,1.119,57.2,1.11912,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.243,1.182,62.6,1.18176,0.00469416,0.39118,0.331014758,0.330947547
4.409,1.224,66.2,1.22352,0.03193941,2.6616175,2.17537719,2.174524101
4.576,1.265,69.8,1.26528,0.00536144,0.446786667,0.353112881,0.353191041
4.825,1.328,75.2,1.32792,0.00190664,0.158886667,0.119650782,0.119643574
4.908,1.349,77,1.3488,0.00068298,0.056915,0.042196767,0.042190511
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,5.69E-05,0.004741667,0.003461879,0.003461071
4.992,1.37,78.8,1.36968,0.01574161,1.311800833,0.957742563,0.957518856
4.992,1.37,78.8,1.36968,0.03134802,2.612335,1.90725936,1.906813869
4.908,1.349,77,1.3488,0.02688564,2.24047,1.661083926,1.660837658
4.908,1.349,77,1.3488,0.03320793,2.7673275,2.051695952,2.051391772
4.825,1.328,75.2,1.32792,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.493,1.244,68,1.2444,0.43774057,36.47838083,29.31403153,29.32345726
4.659,1.286,71.6,1.28616,0.32012511,26.6770925,20.74165928,20.74423989
4.742,1.307,73.4,1.30704,0.0428676,3.5723,2.733122169,2.733205815
4.908,1.349,77,1.3488,0.00807519,0.6729325,0.498911996,0.498838028
4.992,1.37,78.8,1.36968,0.00437251,0.364375833,0.2660299,0.265967762
4.992,1.37,78.8,1.36968,0.0019634,0.163616667,0.119456126,0.119428224
4.992,1.37,78.8,1.36968,0.00157454,0.131211667,0.095797315,0.095774939
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0.00024495,0.0204125,0.016683422,0.016676879
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
3.994,1.119,57.2,1.11912,0,0,0,0
3.994,1.119,57.2,1.11912,0,0,0,0
3.91,1.098,55.4,1.09824,0,0,0,0
3.91,1.098,55.4,1.09824,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.326,1.203,64.4,1.20264,0.07295254,6.079378333,5.05502755,5.053514824
4.409,1.224,66.2,1.22352,0.06469431,5.3911925,4.406296996,4.404569036
4.493,1.244,68,1.2444,0.00080851,0.067375833,0.054143228,0.054160638
4.576,1.265,69.8,1.26528,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.493,1.244,68,1.2444,0.02568132,2.14011,1.719792671,1.720345659
4.576,1.265,69.8,1.26528,0.03568545,2.9737875,2.350299934,2.350820158
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.409,1.224,66.2,1.22352,0.02556005,2.130004167,1.740882181,1.740199483
4.576,1.265,69.8,1.26528,0.03840734,3.200611667,2.529567895,2.5301278
4.659,1.286,71.6,1.28616,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.409,1.224,66.2,1.22352,0.244904,20.40866667,16.68028857,16.67374728
4.576,1.265,69.8,1.26528,0.15210957,12.6757975,10.01817582,10.02039328
4.742,1.307,73.4,1.30704,0.00857748,0.71479,0.546876913,0.54689365
4.908,1.349,77,1.3488,0.00182677,0.152230833,0.112863904,0.112847171
4.992,1.37,78.8,1.36968,2.85E-05,0.002375,0.001733982,0.001733577
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.493,1.244,68,1.2444,0.05003316,4.16943,3.350554484,3.351631833
4.659,1.286,71.6,1.28616,0.04771414,3.976178333,3.091511424,3.09189606
4.825,1.328,75.2,1.32792,0.00018408,0.01534,0.011551901,0.011551205
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.453,86,1.4532,0,0,0,0
999999,1.453,86,1.4532,0,0,0,0
999999,1.474,87.8,1.47408,0,0,0,0
999999,1.474,87.8,1.47408,0,0,0,0
999999,1.495,89.6,1.49496,0,0,0,0
999999,1.495,89.6,1.49496,0,0,0,0
999999,1.474,87.8,1.47408,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,5.66E-05,0.004716667,0.003667247,0.003667703
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.453,86,1.4532,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0.00075583,0.062985833,0.050615424,0.050631699
4.493,1.244,68,1.2444,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
3.994,1.119,57.2,1.11912,0,0,0,0
3.994,1.119,57.2,1.11912,0,0,0,0
3.994,1.119,57.2,1.11912,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.576,1.265,69.8,1.26528,0.01022957,0.852464167,0.673735589,0.673884717
4.576,1.265,69.8,1.26528,0.02069119,1.724265833,1.362754357,1.363055995
4.742,1.307,73.4,1.30704,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.409,1.224,66.2,1.22352,0.01000355,0.833629167,0.681336772,0.681069581
4.576,1.265,69.8,1.26528,0.01310138,1.091781667,0.862877519,0.863068511
4.742,1.307,73.4,1.30704,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.432,84.2,1.43232,0,0,0,0
999999,1.411,82.4,1.41144,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.576,1.265,69.8,1.26528,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.243,1.182,62.6,1.18176,0.00069952,0.058293333,0.049327557,0.049317541
4.409,1.224,66.2,1.22352,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
999999,1.391,80.6,1.39056,0,0,0,0
4.992,1.37,78.8,1.36968,0,0,0,0
4.908,1.349,77,1.3488,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.493,1.244,68,1.2444,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.326,1.203,64.4,1.20264,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
4.243,1.182,62.6,1.18176,0.04350894,3.625745,3.068089121,3.067466159
4.409,1.224,66.2,1.22352,0.06391142,5.325951667,4.35297475,4.351267702
4.576,1.265,69.8,1.26528,0.01541937,1.2849475,1.01554399,1.015768775
4.659,1.286,71.6,1.28616,0.00221199,0.1843325,0.143320038,0.143337869
4.742,1.307,73.4,1.30704,0.00045766,0.038138333,0.029179163,0.029180056
4.742,1.307,73.4,1.30704,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.825,1.328,75.2,1.32792,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.742,1.307,73.4,1.30704,0,0,0,0
4.659,1.286,71.6,1.28616,0,0,0,0
4.409,1.224,66.2,1.22352,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.243,1.182,62.6,1.18176,0,0,0,0
4.16,1.161,60.8,1.16088,0,0,0,0
4.077,1.14,59,1.14,0,0,0,0
3.994,1.119,57.2,1.11912,0,0,0,0
3.91,1.098,55.4,1.09824,0,0,0,0
3.91,1.098,55.4,1.09824,0,0,0,0
3.827,1.077,53.6,1.07736,0,0,0,0
3.827,1.077,53.6,1.07736,0,0,0,0
