cop,cf,temp,cf_orig,heating load (mmbtu),heating load (ton),heating load/cf_orig,heating_load/cf
3.162,0.91,39.2,0.91032,1.84780217,153.9835142,169.1531705,169.2126529
3.162,0.91,39.2,0.91032,1.7120369,142.6697417,156.7248239,156.7799359
3.162,0.91,39.2,0.91032,1.36949353,114.1244608,125.3674102,125.4114954
3.079,0.889,37.4,0.88944,1.17436759,97.86396583,110.0287437,110.0832012
2.996,0.869,35.6,0.86856,1.1738427,97.820225,112.6234515,112.5664269
2.913,0.848,33.8,0.84768,1.23682511,103.0687592,121.5892308,121.5433481
2.746,0.806,30.2,0.80592,1.95115389,162.5961575,201.7522304,201.7322053
2.746,0.806,30.2,0.80592,2.85153988,237.6283233,294.8534884,294.8242225
2.746,0.806,30.2,0.80592,2.82973367,235.8111392,292.5986936,292.5696516
2.746,0.806,30.2,0.80592,2.93433453,244.5278775,303.414579,303.3844634
2.663,0.785,28.4,0.78504,3.36313415,280.2611792,357.0024192,357.0206104
2.663,0.785,28.4,0.78504,0.11388526,9.490438333,12.08911436,12.08973036
2.663,0.785,28.4,0.78504,0.67144693,55.95391083,71.27523544,71.2788673
2.663,0.785,28.4,0.78504,0.74088208,61.74017333,78.6458949,78.64990234
2.746,0.806,30.2,0.80592,1.33245677,111.0380642,137.7780228,137.7643476
2.746,0.806,30.2,0.80592,1.1905998,99.21665,123.1098,123.0975806
2.663,0.785,28.4,0.78504,1.66652014,138.8766783,176.9039518,176.912966
2.663,0.785,28.4,0.78504,1.37404268,114.5035567,145.8569712,145.8644034
2.663,0.785,28.4,0.78504,2.00403896,167.0032467,212.7321495,212.7429894
2.663,0.785,28.4,0.78504,4.265636,355.4696667,452.804528,452.8276008
2.829,0.827,32,0.8268,6.15745531,513.1212758,620.6111222,620.4610349
2.996,0.869,35.6,0.86856,3.81559756,317.9664633,366.0846267,365.8992674
3.162,0.91,39.2,0.91032,2.47385921,206.1549342,226.4642479,226.5438837
3.245,0.931,41,0.9312,1.68879929,140.7332742,151.1310934,151.1635598
3.328,0.952,42.8,0.95208,1.29260821,107.7173508,113.1389703,113.1484778
3.412,0.973,44.6,0.97296,1.09919957,91.59996417,94.14566289,94.14179257
3.412,0.973,44.6,0.97296,0.92500286,77.08357167,79.22583834,79.22258136
3.412,0.973,44.6,0.97296,0.7264986,60.54155,62.22408938,62.22153135
3.328,0.952,42.8,0.95208,0.70661934,58.884945,61.84873645,61.85393382
3.079,0.889,37.4,0.88944,0.85626654,71.355545,80.22524847,80.26495501
2.829,0.827,32,0.8268,1.04768822,87.30735167,105.5967001,105.5711628
2.829,0.827,32,0.8268,1.43353541,119.4612842,144.4863137,144.4513714
2.829,0.827,32,0.8268,1.60970798,134.1423317,162.2427814,162.2035449
2.829,0.827,32,0.8268,1.84355339,153.6294492,185.8121059,185.7671695
2.746,0.806,30.2,0.80592,2.00465807,167.0548392,207.2846426,207.2640684
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0.1017904,8.482533333,10.25947428,10.25699315
2.829,0.827,32,0.8268,0.25470469,21.22539083,25.67173541,25.66552701
2.746,0.806,30.2,0.80592,0.24932572,20.77714333,25.78065234,25.77809347
2.746,0.806,30.2,0.80592,0.43223387,36.01948917,44.69362861,44.68919251
2.746,0.806,30.2,0.80592,0.5408632,45.07193333,55.92606379,55.92051282
2.746,0.806,30.2,0.80592,0.84582372,70.48531,87.45943766,87.45075682
2.829,0.827,32,0.8268,0.7177532,59.81276667,72.34248508,72.32498992
2.829,0.827,32,0.8268,4.06614011,338.8450092,409.8270551,409.7279434
2.913,0.848,33.8,0.84768,2.96697294,247.247745,291.6758034,291.565737
3.162,0.91,39.2,0.91032,1.57704384,131.42032,144.3671676,144.4179341
3.412,0.973,44.6,0.97296,1.11966965,93.30580417,95.89891071,95.89496831
3.578,1.015,48.2,1.01472,0.80429429,67.02452417,66.05223526,66.03401396
3.744,1.056,51.8,1.05648,0.56413338,47.011115,44.49787502,44.51810133
3.827,1.077,53.6,1.07736,0.54961107,45.8009225,42.51218024,42.52639044
3.91,1.098,55.4,1.09824,0.40233029,33.52752417,30.52841288,30.53508576
3.91,1.098,55.4,1.09824,0.31608995,26.34082917,23.98458367,23.9898262
3.744,1.056,51.8,1.05648,0.32051734,26.70977833,25.28185894,25.29335069
3.412,0.973,44.6,0.97296,0.2751282,22.92735,23.56453503,23.56356629
3.162,0.91,39.2,0.91032,0.42671233,35.55936083,39.06248444,39.0762207
3.079,0.889,37.4,0.88944,0.76490501,63.74208417,71.66541213,71.70088208
2.996,0.869,35.6,0.86856,0.90440853,75.3673775,86.77279347,86.72885788
2.996,0.869,35.6,0.86856,1.17148797,97.6239975,112.3975287,112.3406185
2.913,0.848,33.8,0.84768,1.25414881,104.5124008,123.2922811,123.2457557
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0.03801508,3.167923333,3.831547331,3.830620717
2.829,0.827,32,0.8268,0.11451893,9.543244167,11.5423853,11.53959391
2.829,0.827,32,0.8268,0.22604476,18.83706333,22.78309547,22.77758565
2.746,0.806,30.2,0.80592,0.37260407,31.05033917,38.5278181,38.523994
2.746,0.806,30.2,0.80592,1.01665447,84.72120583,105.1235927,105.1131586
2.746,0.806,30.2,0.80592,1.26133537,105.1112808,130.4239637,130.4110184
2.829,0.827,32,0.8268,4.52647537,377.2062808,456.2243358,456.1140034
2.913,0.848,33.8,0.84768,4.57458265,381.2152208,449.7159551,449.546251
3.245,0.931,41,0.9312,2.82499376,235.4161467,252.8094359,252.8637451
3.495,0.994,46.4,0.99384,1.78604888,148.8374067,149.7599278,149.7358216
3.827,1.077,53.6,1.07736,1.2807535,106.7294583,99.06573321,99.09884711
4.077,1.14,59,1.14,0.96173152,80.14429333,70.3020117,70.3020117
4.16,1.161,60.8,1.16088,0.63971645,53.30970417,45.92180429,45.91705785
4.243,1.182,62.6,1.18176,0.41454764,34.54563667,29.23236247,29.22642696
4.16,1.161,60.8,1.16088,0.30021199,25.01766583,21.55060457,21.54837712
3.994,1.119,57.2,1.11912,0.28742883,23.9524025,21.40289022,21.40518543
3.744,1.056,51.8,1.05648,0.37580348,31.31695667,29.64273499,29.65620896
3.412,0.973,44.6,0.97296,0.63002397,52.5019975,53.9611058,53.95888746
3.162,0.91,39.2,0.91032,1.30793377,108.9944808,119.7320512,119.7741548
2.996,0.869,35.6,0.86856,1.98410052,165.34171,190.3630262,190.2666398
2.913,0.848,33.8,0.84768,2.34058326,195.048605,230.0969765,230.0101474
2.829,0.827,32,0.8268,2.36803077,197.3358975,238.6742834,238.6165629
2.829,0.827,32,0.8268,0.04369063,3.640885833,4.403587123,4.402522168
2.829,0.827,32,0.8268,0.2677747,22.31455833,26.98906426,26.98253728
2.746,0.806,30.2,0.80592,0.62668112,52.22342667,64.79976507,64.79333333
2.746,0.806,30.2,0.80592,0.91372389,76.1436575,94.48041679,94.47103908
2.663,0.785,28.4,0.78504,1.07883098,89.90258167,114.5197463,114.5255817
2.663,0.785,28.4,0.78504,1.08891154,90.74262833,115.589815,115.5957049
2.663,0.785,28.4,0.78504,1.14818594,95.68216167,121.8818935,121.888104
2.746,0.806,30.2,0.80592,1.26726375,105.6053125,131.0369671,131.0239609
2.829,0.827,32,0.8268,3.59450132,299.5417767,362.2904894,362.2028738
2.996,0.869,35.6,0.86856,3.90289831,325.2415258,374.4606312,374.2710309
3.245,0.931,41,0.9312,2.49178662,207.648885,222.9906411,223.0385446
3.578,1.015,48.2,1.01472,1.86835883,155.6965692,153.4379624,153.3956346
3.744,1.056,51.8,1.05648,1.38021385,115.0178208,108.8689051,108.9183909
3.827,1.077,53.6,1.07736,0.93193434,77.661195,72.08472098,72.10881616
3.91,1.098,55.4,1.09824,0.79159231,65.96602583,60.06521874,60.07834775
3.91,1.098,55.4,1.09824,0.70204039,58.50336583,53.27011021,53.28175395
3.91,1.098,55.4,1.09824,1.08348633,90.2905275,82.21383987,82.23181011
3.827,1.077,53.6,1.07736,1.36331056,113.6092133,105.4514863,105.4867348
3.661,1.036,50,1.0356,1.60441801,133.7015008,129.1053504,129.0555027
3.328,0.952,42.8,0.95208,1.96990165,164.1584708,172.4208794,172.4353685
3.245,0.931,41,0.9312,0,0,0,0
3.162,0.91,39.2,0.91032,0,0,0,0
3.162,0.91,39.2,0.91032,0.02760707,2.300589167,2.527231267,2.528119963
3.079,0.889,37.4,0.88944,0.05396091,4.4967425,5.055700778,5.058203037
3.079,0.889,37.4,0.88944,0.07098943,5.915785833,6.651135359,6.654427259
2.996,0.869,35.6,0.86856,0.09767189,8.139324167,9.371055732,9.366310894
2.913,0.848,33.8,0.84768,0.11242891,9.369075833,11.05260928,11.04843848
2.913,0.848,33.8,0.84768,0.1703541,14.196175,16.74709206,16.74077241
2.913,0.848,33.8,0.84768,0.347713,28.97608333,34.18280876,34.16990959
2.913,0.848,33.8,0.84768,0.50676722,42.23060167,49.81903745,49.80023781
2.913,0.848,33.8,0.84768,0.62559709,52.13309083,61.50090934,61.47770145
2.913,0.848,33.8,0.84768,0.64627678,53.85639833,63.53387874,63.50990369
2.913,0.848,33.8,0.84768,0.74223395,61.85282917,72.96719183,72.93965704
3.079,0.889,37.4,0.88944,0.73130214,60.941845,68.51709503,68.55100675
3.245,0.931,41,0.9312,0.90430445,75.35870417,80.92644348,80.94382832
3.495,0.994,46.4,0.99384,0.93446476,77.87206333,78.35472846,78.34211603
3.744,1.056,51.8,1.05648,0.89815273,74.84606083,70.84474939,70.87695155
3.91,1.098,55.4,1.09824,0.81892071,68.2433925,62.13886992,62.15245219
3.994,1.119,57.2,1.11912,0.97982235,81.6518625,72.96077498,72.9685992
4.077,1.14,59,1.14,1.07994557,89.99546417,78.94338962,78.94338962
4.16,1.161,60.8,1.16088,1.19376908,99.48075667,85.69426355,85.68540626
4.16,1.161,60.8,1.16088,1.16180202,96.816835,83.39952019,83.39090009
4.077,1.14,59,1.14,1.31042033,109.2016942,95.7909598,95.7909598
3.91,1.098,55.4,1.09824,1.36247337,113.5394475,103.3830925,103.4056899
3.744,1.056,51.8,1.05648,1.52867683,127.3897358,120.5794107,120.6342195
3.661,1.036,50,1.0356,1.78313958,148.594965,143.4868337,143.4314334
3.578,1.015,48.2,1.01472,1.85475477,154.5628975,152.3207363,152.2787167
3.495,0.994,46.4,0.99384,1.95761532,163.13461,164.1457478,164.119326
3.412,0.973,44.6,0.97296,1.95389212,162.8243433,167.3494731,167.3425934
3.412,0.973,44.6,0.97296,1.928762,160.7301667,165.1970961,165.1903049
3.328,0.952,42.8,0.95208,1.92987932,160.8232767,168.9178185,168.9320133
3.328,0.952,42.8,0.95208,2.06489172,172.07431,180.7351378,180.7503256
3.245,0.931,41,0.9312,2.05378197,171.1484975,183.7934896,183.8329726
3.245,0.931,41,0.9312,2.13490974,177.909145,191.0536351,191.0946778
3.245,0.931,41,0.9312,2.09403687,174.5030725,187.3959112,187.4361681
3.162,0.91,39.2,0.91032,6.54470993,545.3924942,599.121731,599.3324112
3.162,0.91,39.2,0.91032,9.00845682,750.704735,824.6602678,824.9502582
3.328,0.952,42.8,0.95208,5.28461498,440.3845817,462.5499765,462.5888463
3.495,0.994,46.4,0.99384,3.79474495,316.2287458,318.1887888,318.1375713
3.744,1.056,51.8,1.05648,2.82319013,235.2658442,222.6884032,222.7896252
3.91,1.098,55.4,1.09824,2.00273851,166.8948758,151.9657596,151.9989762
3.994,1.119,57.2,1.11912,1.71782737,143.1522808,127.9150411,127.9287586
4.077,1.14,59,1.14,1.37163166,114.3026383,100.2654722,100.2654722
4.16,1.161,60.8,1.16088,1.16667266,97.22272167,83.74915725,83.740501
4.077,1.14,59,1.14,0.87174604,72.64550333,63.72412573,63.72412573
3.994,1.119,57.2,1.11912,0.63103071,52.5858925,46.98860935,46.99364835
3.827,1.077,53.6,1.07736,0.77164213,64.30351083,59.68618738,59.70613819
3.578,1.015,48.2,1.01472,1.16736123,97.2801025,95.86891211,95.84246552
3.328,0.952,42.8,0.95208,1.40649117,117.2075975,123.1068791,123.1172243
3.162,0.91,39.2,0.91032,1.79354263,149.4618858,164.1860948,164.2438306
3.079,0.889,37.4,0.88944,1.99744465,166.4537208,187.1444064,187.2370313
2.996,0.869,35.6,0.86856,0,0,0,0
2.913,0.848,33.8,0.84768,0.05793801,4.8281675,5.695743087,5.69359375
2.829,0.827,32,0.8268,0.12493678,10.41139833,12.59240244,12.58935711
2.829,0.827,32,0.8268,0.31970064,26.64172,32.22268989,32.21489722
2.829,0.827,32,0.8268,0.49514534,41.26211167,49.90579544,49.89372632
2.829,0.827,32,0.8268,0.66338164,55.28180333,66.86236494,66.84619508
2.829,0.827,32,0.8268,0.5260261,43.83550833,53.01827326,53.00545143
2.829,0.827,32,0.8268,0.69861427,58.21785583,70.41346859,70.39643994
2.829,0.827,32,0.8268,4.63095546,385.912955,466.7549045,466.6420254
2.829,0.827,32,0.8268,3.38037848,281.6982067,340.7090066,340.6266102
2.913,0.848,33.8,0.84768,1.81057598,150.8813317,177.9932659,177.9260987
3.245,0.931,41,0.9312,1.3954533,116.287775,124.8794835,124.9063104
3.495,0.994,46.4,0.99384,1.03644605,86.37050417,86.90584417,86.8918553
3.744,1.056,51.8,1.05648,0.75191635,62.65969583,59.30987414,59.33683318
3.91,1.098,55.4,1.09824,0.88419907,73.68325583,67.09212543,67.10679038
3.994,1.119,57.2,1.11912,0.69040986,57.534155,51.41017496,51.41568811
3.994,1.119,57.2,1.11912,0.61012913,50.84409417,45.43220938,45.43708147
4.077,1.14,59,1.14,0.48416886,40.347405,35.39246053,35.39246053
3.994,1.119,57.2,1.11912,0.53288564,44.40713667,39.68040663,39.6846619
3.827,1.077,53.6,1.07736,0.68285995,56.90499583,52.81892388,52.83657923
3.578,1.015,48.2,1.01472,1.1168689,93.07240833,91.72225671,91.69695402
3.578,1.015,48.2,1.01472,1.74916036,145.7633633,143.6488522,143.609225
3.578,1.015,48.2,1.01472,2.30973695,192.4780792,189.6859027,189.6335755
3.328,0.952,42.8,0.95208,2.60437026,217.030855,227.9544314,227.9735872
3.079,0.889,37.4,0.88944,0.04605675,3.8380625,4.315144923,4.317280652
2.996,0.869,35.6,0.86856,0.23911796,19.92649667,22.94199211,22.93037591
2.996,0.869,35.6,0.86856,0.46534013,38.77834417,44.64670739,44.62410146
2.996,0.869,35.6,0.86856,0.7157513,59.64594167,68.672218,68.63744726
2.996,0.869,35.6,0.86856,1.02669734,85.55811167,98.50570101,98.4558247
3.079,0.889,37.4,0.88944,1.1327329,94.39440833,106.1279101,106.1804368
3.079,0.889,37.4,0.88944,1.41204095,117.6700792,132.296815,132.3622938
3.079,0.889,37.4,0.88944,1.49087754,124.239795,139.6831658,139.7523003
3.079,0.889,37.4,0.88944,4.5708351,380.902925,428.2502755,428.4622328
3.162,0.91,39.2,0.91032,5.52890468,460.7420567,506.1319719,506.3099524
3.328,0.952,42.8,0.95208,2.94607847,245.5065392,257.8633509,257.8850201
3.495,0.994,46.4,0.99384,1.76170948,146.8091233,147.7190728,147.6952951
3.744,1.056,51.8,1.05648,1.03031226,85.859355,81.26926681,81.30620739
3.994,1.119,57.2,1.11912,0.70684776,58.90398,52.63419472,52.63983914
4.243,1.182,62.6,1.18176,0.63732657,53.1105475,44.94190656,44.9327813
4.409,1.224,66.2,1.22352,0.44454047,37.04503917,30.27742838,30.26555487
4.493,1.244,68,1.2444,0.37146768,30.95564,24.87595628,24.88395498
4.576,1.265,69.8,1.26528,0.25453227,21.2110225,16.76389613,16.76760672
4.493,1.244,68,1.2444,0.19956803,16.63066917,13.36440788,13.36870512
4.326,1.203,64.4,1.20264,0.31731542,26.44295167,21.98742073,21.98084095
3.994,1.119,57.2,1.11912,0.61201089,51.0009075,45.57233139,45.5772185
3.744,1.056,51.8,1.05648,0.80282197,66.90183083,63.32522228,63.35400647
3.661,1.036,50,1.0356,1.08625367,90.52113917,87.40936575,87.37561696
3.661,1.036,50,1.0356,1.40785973,117.3216442,113.288571,113.2448303
3.661,1.036,50,1.0356,0,0,0,0
3.661,1.036,50,1.0356,0.09486816,7.90568,7.633912708,7.630965251
3.661,1.036,50,1.0356,0.3129658,26.08048333,25.18393524,25.17421171
3.661,1.036,50,1.0356,0.46959951,39.1332925,37.78803834,37.77344836
3.744,1.056,51.8,1.05648,1.06611869,88.84322417,84.0936167,84.13184107
3.661,1.036,50,1.0356,1.19309879,99.42489917,96.00704825,95.96997989
3.578,1.015,48.2,1.01472,1.60670888,133.8924067,131.9501012,131.9137011
3.495,0.994,46.4,0.99384,1.60008653,133.3405442,134.167013,134.1454167
3.412,0.973,44.6,0.97296,4.44758929,370.6324408,380.9328655,380.9172054
3.412,0.973,44.6,0.97296,5.59516559,466.2637992,479.221961,479.2022602
3.578,1.015,48.2,1.01472,3.50228165,291.8568042,287.6229937,287.5436494
3.661,1.036,50,1.0356,2.58563531,215.4696092,208.0625813,207.9822482
3.744,1.056,51.8,1.05648,2.03420502,169.517085,160.4546087,160.5275426
3.827,1.077,53.6,1.07736,1.64704552,137.2537933,127.3982637,127.440848
3.827,1.077,53.6,1.07736,1.5930539,132.7544917,123.222035,123.2632235
3.744,1.056,51.8,1.05648,1.45094578,120.9121483,114.4481186,114.5001405
3.661,1.036,50,1.0356,1.08955866,90.796555,87.67531383,87.64146236
3.578,1.015,48.2,1.01472,0.83506318,69.58859833,68.57911378,68.5601954
3.495,0.994,46.4,0.99384,0.81576965,67.98080417,68.40216148,68.39115107
3.412,0.973,44.6,0.97296,0.89355614,74.46301167,76.53244909,76.52930284
3.245,0.931,41,0.9312,1.28953171,107.4609758,115.4005325,115.4253231
3.162,0.91,39.2,0.91032,1.90953438,159.127865,174.8043161,174.8657857
3.079,0.889,37.4,0.88944,2.4682422,205.68685,231.2543286,231.3687852
2.996,0.869,35.6,0.86856,2.78369268,231.97439,267.0792922,266.9440621
2.913,0.848,33.8,0.84768,0.08534327,7.111939167,8.38988671,8.386720715
2.829,0.827,32,0.8268,0.22779418,18.98284833,22.95941985,22.95386739
2.829,0.827,32,0.8268,0.64170629,53.47552417,64.67770219,64.66206066
2.663,0.785,28.4,0.78504,0.66250398,55.208665,70.32592607,70.32950955
2.58,0.764,26.6,0.76416,1.02921673,85.76806083,112.2383543,112.2618597
2.497,0.743,24.8,0.74328,0.89855144,74.87928667,100.7416945,100.779659
2.497,0.743,24.8,0.74328,1.26801859,105.6682158,142.1647506,142.2183255
2.414,0.722,23,0.7224,1.00139669,83.44972417,115.5173369,115.5813354
2.497,0.743,24.8,0.74328,3.45109375,287.5911458,386.9216794,387.067491
2.58,0.764,26.6,0.76416,4.11123048,342.60254,448.338751,448.432644
2.746,0.806,30.2,0.80592,2.26687704,188.90642,234.3984763,234.3752109
2.913,0.848,33.8,0.84768,1.35210171,112.6751425,132.9217895,132.8716303
3.079,0.889,37.4,0.88944,0.88278331,73.56527583,82.70965533,82.75059149
3.162,0.91,39.2,0.91032,0.50369733,41.9747775,46.10991465,46.12612912
3.245,0.931,41,0.9312,0.52302657,43.5855475,46.80578555,46.81584049
3.328,0.952,42.8,0.95208,0.41936942,34.94745167,36.70642348,36.70950805
3.328,0.952,42.8,0.95208,0.3441945,28.682875,30.12653874,30.12907038
3.328,0.952,42.8,0.95208,0.35649809,29.70817417,31.20344316,31.2060653
3.328,0.952,42.8,0.95208,0.38121046,31.76753833,33.36645905,33.36926296
3.162,0.91,39.2,0.91032,0.53758388,44.79865667,49.21198773,49.22929304
2.913,0.848,33.8,0.84768,0.77942107,64.95175583,76.62296602,76.59405169
2.829,0.827,32,0.8268,0.8842022,73.68351667,89.11891227,89.09735994
2.829,0.827,32,0.8268,1.08415935,90.3466125,109.2726324,109.2462062
2.829,0.827,32,0.8268,1.14383663,95.31971917,115.2875171,115.2596362
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0.03327043,2.772535833,3.353333132,3.352522168
2.829,0.827,32,0.8268,0.05922474,4.935395,5.969273101,5.967829504
2.829,0.827,32,0.8268,0.13893728,11.57810667,14.00351556,14.00012898
2.746,0.806,30.2,0.80592,0.12018604,10.01550333,12.42741629,12.4261828
2.746,0.806,30.2,0.80592,0.19830546,16.525455,20.50508115,20.50304591
2.746,0.806,30.2,0.80592,3.32147937,276.7899475,343.4459345,343.4118455
2.829,0.827,32,0.8268,2.23879377,186.5661475,225.6484609,225.5938906
2.829,0.827,32,0.8268,1.43471449,119.5595408,144.6051534,144.5701824
2.996,0.869,35.6,0.86856,1.127294,93.94116667,108.1573716,108.1026084
3.162,0.91,39.2,0.91032,0.90403778,75.33648167,82.75824069,82.78734249
3.245,0.931,41,0.9312,0.64164778,53.47064833,57.42122888,57.43356427
3.328,0.952,42.8,0.95208,0.57044521,47.53710083,49.92973367,49.93392945
3.412,0.973,44.6,0.97296,0.47744505,39.7870875,40.89282961,40.89114851
3.412,0.973,44.6,0.97296,0.79342278,66.118565,67.95609789,67.95330421
3.328,0.952,42.8,0.95208,0.76829686,64.02473833,67.24722537,67.2528764
3.245,0.931,41,0.9312,0.74300716,61.91726333,66.4919065,66.50619048
3.162,0.91,39.2,0.91032,0.95064395,79.22032917,87.02470468,87.05530678
3.079,0.889,37.4,0.88944,0,0,0,0
2.996,0.869,35.6,0.86856,0,0,0,0
2.913,0.848,33.8,0.84768,0,0,0,0
2.913,0.848,33.8,0.84768,0,0,0,0
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0.01957377,1.6311475,1.972844098,1.972366989
2.829,0.827,32,0.8268,0.03897098,3.247581667,3.927892679,3.926942765
2.829,0.827,32,0.8268,0.05955736,4.963113333,6.002797936,6.001346231
2.829,0.827,32,0.8268,0.06868035,5.7233625,6.922305878,6.920631802
2.829,0.827,32,0.8268,0.07261081,6.050900833,7.318457708,7.316687827
2.829,0.827,32,0.8268,0.10381742,8.651451667,10.46377802,10.46124748
2.913,0.848,33.8,0.84768,0.13618562,11.34880167,13.38807294,13.38302083
3.079,0.889,37.4,0.88944,0.10908035,9.090029167,10.21994645,10.22500469
3.245,0.931,41,0.9312,0.04290307,3.575255833,3.839407038,3.84023183
3.412,0.973,44.6,0.97296,0,0,0,0
3.578,1.015,48.2,1.01472,0,0,0,0
3.661,1.036,50,1.0356,0,0,0,0
3.744,1.056,51.8,1.05648,0,0,0,0
3.744,1.056,51.8,1.05648,0,0,0,0
3.827,1.077,53.6,1.07736,0,0,0,0
3.744,1.056,51.8,1.05648,0,0,0,0
3.661,1.036,50,1.0356,0,0,0,0
3.412,0.973,44.6,0.97296,0,0,0,0
3.245,0.931,41,0.9312,0,0,0,0
3.162,0.91,39.2,0.91032,0,0,0,0
3.079,0.889,37.4,0.88944,0,0,0,0
3.079,0.889,37.4,0.88944,0,0,0,0
3.079,0.889,37.4,0.88944,0,0,0,0
2.996,0.869,35.6,0.86856,0,0,0,0
2.913,0.848,33.8,0.84768,0,0,0,0
2.829,0.827,32,0.8268,0,0,0,0
2.829,0.827,32,0.8268,0.01225525,1.021270833,1.235209039,1.234910318
2.829,0.827,32,0.8268,0.03042494,2.535411667,3.066535639,3.065794035
2.829,0.827,32,0.8268,0.06067523,5.056269167,6.115468271,6.113989319
2.829,0.827,32,0.8268,3.08150637,256.7921975,310.5856283,310.5105169
2.829,0.827,32,0.8268,1.9464642,162.20535,196.1845065,196.1370617
2.913,0.848,33.8,0.84768,0.86474177,72.06181417,85.01063393,84.97855444
3.162,0.91,39.2,0.91032,0.50034182,41.69515167,45.80274153,45.81884799
3.245,0.931,41,0.9312,0.28032194,23.36016167,25.08608426,25.09147333
3.412,0.973,44.6,0.97296,0.21935162,18.27930167,18.78731054,18.7865382
3.578,1.015,48.2,1.01472,0.29450234,24.54186167,24.18584601,24.17917406
3.661,1.036,50,1.0356,0.18733969,15.61164083,15.07497184,15.06915138
3.744,1.056,51.8,1.05648,0.18504502,15.42041833,14.59603432,14.60266888
3.827,1.077,53.6,1.07736,0.3027588,25.2299,23.41826316,23.42609099
3.91,1.098,55.4,1.09824,0.34754804,28.96233667,26.37159152,26.3773558
3.827,1.077,53.6,1.07736,0.4997708,41.64756667,38.65705676,38.66997833
3.578,1.015,48.2,1.01472,0.87513895,72.92824583,71.8703148,71.85048851
3.328,0.952,42.8,0.95208,1.2458876,103.8239667,109.0496247,109.0587885
3.162,0.91,39.2,0.91032,2.05680795,171.4006625,188.2861659,188.3523764
2.996,0.869,35.6,0.86856,2.4611744,205.0978667,236.1355193,236.015957
2.913,0.848,33.8,0.84768,0,0,0,0
2.829,0.827,32,0.8268,0.27196602,22.663835,27.41150822,27.40487908
2.829,0.827,32,0.8268,0.35027018,29.18918167,35.30379979,35.29526199
2.829,0.827,32,0.8268,0.95117677,79.26473083,95.86929225,95.84610742
2.746,0.806,30.2,0.80592,1.0317376,85.97813333,106.6832109,106.672622
2.663,0.785,28.4,0.78504,1.34235795,111.8631625,142.4935831,142.5008439
2.58,0.764,26.6,0.76416,1.29234402,107.695335,140.9329656,140.9624804
2.58,0.764,26.6,0.76416,1.65365133,137.8042775,180.3343246,180.372091
2.497,0.743,24.8,0.74328,4.41945452,368.2878767,495.4900935,495.6768192
2.58,0.764,26.6,0.76416,4.52291942,376.9099517,493.2343379,493.3376331
2.746,0.806,30.2,0.80592,2.85951968,238.2933067,295.6786116,295.6492639
2.829,0.827,32,0.8268,2.06282329,171.9019408,207.9123619,207.8620808
2.829,0.827,32,0.8268,1.52980973,127.4841442,154.1898212,154.1525322
2.913,0.848,33.8,0.84768,1.2029299,100.2441583,118.2570762,118.2124509
2.996,0.869,35.6,0.86856,1.09565669,91.30472417,105.1219538,105.0687275
3.079,0.889,37.4,0.88944,0.77262025,64.38502083,72.38826771,72.42409543
3.162,0.91,39.2,0.91032,0.57242086,47.70173833,52.40106593,52.41949267
3.162,0.91,39.2,0.91032,0.39774863,33.14571917,36.41106333,36.42386722
3.079,0.889,37.4,0.88944,0.45938807,38.28233917,43.04094618,43.06224878
2.996,0.869,35.6,0.86856,0.56975439,47.4795325,54.66465472,54.63697641
2.913,0.848,33.8,0.84768,0.8062943,67.19119167,79.26480708,79.23489583
2.829,0.827,32,0.8268,1.42401094,118.6675783,143.5263405,143.4916304
2.829,0.827,32,0.8268,2.2514426,187.6202167,226.923339,226.8684603
2.746,0.806,30.2,0.80592,2.2898519,190.8209917,236.7741112,236.75061
2.746,0.806,30.2,0.80592,0.05134664,4.278886667,5.30931937,5.30879239
2.746,0.806,30.2,0.80592,0.28910336,24.09194667,29.89371981,29.89075269
2.746,0.806,30.2,0.80592,0.44592631,37.16052583,46.10944738,46.10487076
2.746,0.806,30.2,0.80592,0.57987467,48.32288917,59.95990814,59.95395678
2.663,0.785,28.4,0.78504,0.89194541,74.32878417,94.68152472,94.68634926
2.663,0.785,28.4,0.78504,1.00471719,83.7264325,106.6524413,106.6578758
2.663,0.785,28.4,0.78504,1.22057362,101.7144683,129.565969,129.5725711
2.663,0.785,28.4,0.78504,1.33356787,111.1306558,141.5605012,141.5677144
2.663,0.785,28.4,0.78504,3.59018849,299.1823742,381.1046242,381.1240435
2.746,0.806,30.2,0.80592,3.77871182,314.8926517,390.7244536,390.685672
2.829,0.827,32,0.8268,1.76675913,147.2299275,178.0719975,178.0289329
2.829,0.827,32,0.8268,0.79464462,66.220385,80.09238631,80.07301693
2.829,0.827,32,0.8268,0.42676561,35.56380083,43.01378911,43.00338674
2.913,0.848,33.8,0.84768,0.3142149,26.184575,30.88969304,30.87803656
2.913,0.848,33.8,0.84768,0.32938808,27.44900667,32.38133101,32.36911164
